sampleID	ESE00019_s00022	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00418_SLR27	ESE00418_s00613	ESE00418_s00620	ESE01435_s00969	ESE01521_s01016	LCP05531_SLR60	LCP05531_SLR75	LCP05531_s01799	LCP3239_s01654	cluster1	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster2	cluster20	cluster21	cluster22	cluster23	cluster24	cluster25	cluster26	cluster27	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9
LCP6700	0.357000	0.999000	0.986000	0.903000	0.701000	0.385000	0.990000	0.348000	0.140000	0.676000	0.277000	0.144000	0.286000	0.368486	0.166000	0.371000	0.553500	0.190167	0.206000	0.672750	0.828000	0.966750	0.404667	0.061000	0.021484	0.397000	0.498500	0.127500	0.158000	0.805000	0.998500	0.045500	0.154500	0.968750	0.111800	0.307000	0.252000	0.190750	0.235857	0.428333
LCP6701	0.489000	0.812000	0.870000	0.581000	1.000000	0.672000	0.996000	0.212000	0.191000	0.997000	0.468000	0.310000	0.225000	0.954629	0.267167	0.941333	0.983667	0.995667	0.360000	0.961250	0.999750	0.229000	0.707000	0.115000	0.994419	0.999000	0.480000	0.170500	0.527000	0.769000	0.368500	0.100500	0.259500	0.308583	0.993800	0.810333	0.910500	0.923375	0.906143	0.870000
LCP797	0.375000	0.982000	0.997000	1.000000	0.709000	0.375000	0.989000	0.444000	0.143000	0.672000	0.991000	0.164000	0.310000	0.378143	0.490500	0.519667	0.740833	0.331667	0.281000	0.701500	0.820000	0.969000	0.909333	0.078000	0.024806	0.255500	0.516500	0.133500	0.480000	0.810000	0.129500	0.079000	0.314500	0.967167	0.177500	0.358222	0.280750	0.264250	0.340000	0.435667
LMA421	1.000000	0.784000	0.844000	0.616000	1.000000	0.789000	0.998000	0.446000	0.373000	0.999000	0.560000	0.350000	0.236000	0.959229	0.977667	0.804000	0.986333	1.000000	0.976200	0.898500	0.999000	0.292750	0.998333	0.190000	1.000000	0.392500	0.781000	0.265000	0.611000	0.752000	0.031500	0.153000	0.292500	0.294250	0.972000	0.913667	0.887375	0.987250	0.908143	0.854167
PN0144	0.597000	0.882000	1.000000	1.000000	0.736000	0.177000	0.990000	0.423000	0.177000	0.712000	0.489000	0.400000	0.999000	0.273743	0.304667	0.559167	0.633500	0.425500	0.382000	0.788000	0.855750	0.973000	0.951667	0.107000	0.039581	0.307500	0.622000	0.988500	0.580500	0.817000	0.078000	1.000000	0.449000	0.977583	0.177700	0.403444	0.452750	0.254250	0.686286	0.626667
UBOCC-A-108096	0.418000	0.795000	0.705000	0.519000	0.970000	0.710000	0.999000	0.509000	0.158000	1.000000	0.467000	0.290000	0.187000	0.990657	0.774333	0.661167	0.777000	0.990333	0.956800	0.660750	0.991250	0.286750	0.918333	0.092000	0.051065	0.393000	0.778000	0.181000	0.569500	1.000000	0.042500	0.107000	0.274000	0.270750	0.987200	0.812889	0.699750	0.807500	0.904714	0.765667
UBOCC-A-108097	1.000000	0.788000	0.856000	0.524000	0.965000	0.702000	0.998000	0.322000	0.278000	1.000000	0.518000	0.362000	0.209000	0.959229	0.780500	0.680500	0.976000	0.997000	0.999800	0.859000	0.990250	0.296000	0.973667	0.099000	0.051097	0.412000	0.991500	0.174000	0.644000	1.000000	0.017500	0.103000	0.287000	0.268000	0.987600	0.812333	0.939500	0.901000	0.988857	0.767333
UBOCC-A-112050	0.999000	0.802000	0.860000	0.588000	1.000000	0.774000	0.999000	0.470000	0.394000	0.999000	0.582000	0.791000	0.369000	0.959457	0.972000	0.818333	0.987000	1.000000	0.976200	0.903500	0.997750	0.340750	1.000000	0.100000	1.000000	0.380500	0.811000	0.274500	0.609000	0.761000	0.067500	0.153000	0.234500	0.065083	0.971700	0.265333	0.894125	0.989750	0.917857	0.848000
UBOCC-A-112053	0.515000	0.818000	0.874000	0.583000	1.000000	0.676000	0.996000	0.229000	0.195000	0.998000	0.477000	0.330000	0.243000	0.956200	0.278667	0.942667	0.984000	0.996500	0.365600	0.961500	0.999750	0.249500	0.722333	0.119667	0.994419	0.999000	0.487000	0.176500	0.541500	0.775000	0.399000	0.103000	0.264000	0.324500	0.994500	0.811444	0.913125	0.924125	0.908714	0.873000
UBOCC-A-112059	0.416000	0.823000	0.884000	0.601000	1.000000	0.691000	0.999000	0.499000	0.164000	1.000000	0.353000	0.296000	0.183000	0.993057	0.614833	0.703333	0.993333	0.997333	0.336800	0.776750	0.999750	0.310250	0.627667	0.084000	0.032387	0.961500	0.661500	0.179000	0.526000	1.000000	0.395000	0.136000	0.245000	0.310750	0.197300	0.831111	0.868750	0.764625	0.406143	0.577167
UBOCC-A-113052	0.411000	0.788000	0.704000	0.521000	0.969000	0.690000	0.999000	0.295000	0.172000	0.997000	0.451000	0.275000	0.173000	0.990229	0.767667	0.650833	0.991833	0.996333	0.945600	0.830250	0.990250	0.280750	0.908333	0.095000	0.050484	0.391000	0.773000	0.175000	0.581000	1.000000	0.014000	0.104000	0.271000	0.266667	0.979900	0.812000	0.863375	0.916625	0.902143	0.761833
UBOCC-A-113054	0.423000	0.793000	0.712000	0.528000	0.969000	0.693000	0.999000	0.296000	0.174000	1.000000	0.454000	0.284000	0.183000	0.990286	0.767833	0.653000	0.984167	0.996667	0.946600	0.833250	0.991000	0.282750	0.910000	0.094000	0.050484	0.393000	0.772500	0.175500	0.581000	1.000000	0.016000	0.094500	0.272500	0.275167	0.983700	0.812889	0.875375	0.916250	0.904429	0.764333
UBOCC-A-113056	0.413000	0.784000	0.702000	0.524000	0.965000	0.688000	0.999000	0.292000	0.168000	1.000000	0.451000	0.274000	0.170000	0.990200	0.765833	0.648667	0.983333	0.996333	0.945800	0.829750	0.990750	0.275000	0.909333	0.093000	0.050484	0.388500	0.767000	0.171500	0.576000	1.000000	0.015000	0.095000	0.267500	0.263583	0.983200	0.812222	0.872625	0.916000	0.901857	0.760167
UBOCC-A-113059	0.418000	0.793000	0.710000	0.521000	0.970000	0.695000	0.999000	0.300000	0.173000	0.998000	0.454000	0.282000	0.176000	0.990286	0.769167	0.653000	0.992167	0.996667	0.945800	0.832500	0.990500	0.285250	0.907667	0.095000	0.051065	0.392500	0.776000	0.176000	0.582500	1.000000	0.014000	0.105000	0.273500	0.271167	0.985100	0.812889	0.865750	0.916875	0.904429	0.764333
UBOCC-A-116003	0.412000	0.823000	0.877000	0.596000	1.000000	0.688000	0.999000	0.497000	0.163000	1.000000	0.351000	0.293000	0.183000	0.993000	0.613000	0.702167	0.993333	0.997333	0.336600	0.776500	0.999500	0.308500	0.623667	0.085000	0.034258	0.961500	0.660500	0.178500	0.524500	1.000000	0.393000	0.136000	0.244000	0.310500	0.196100	0.830667	0.867750	0.764125	0.403571	0.575667
